"_id","serviceName","serviceType","imageURL","description","tagLine","servicePageUrl","bookingsFlowEntryUrl","priceSummary","slug","paymentType","partOfPricingPlan","priceAmount","depositAmount","currency","maxSessionCapacity","maxNumberOfParticipantsPerReservation","form","link-services-all","link-services-slug"
"44696949-f16b-4b60-91eb-a93675f598e8","Holiday Gift Workshop","COURSE","wix:image://v1/38f83c_9d4048b79d454855ad236911b5f2c62d~mv2.jpg/38f83c_9d4048b79d454855ad236911b5f2c62d~mv2.jpg#originWidth=1440&originHeight=1440","Let us help create handmade gifts and cards for friends and family. Each week is a different project that students can take pride in sharing!

Course Dates: Nov 17, Dec 1, 8, & 15
No class on November 24","Grades K-6","/bookings-checkout/holiday-gift-workshop","/bookings-checkout/holiday-gift-workshop/book","$120.00","holiday-gift-workshop","ONLINE",false,120,0,"USD",9,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student Grade (2020-2021 School Year)"",""link"":null,""constraints"":{""required"":true}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/holiday-gift-workshop"
"48d6067b-cc14-4e69-b0e2-5b6b0c7fce95","Science Lab!","COURSE","wix:image://v1/38f83c_fcb8c1ea05624ff1b8b336af9753365e~mv2.jpg/38f83c_fcb8c1ea05624ff1b8b336af9753365e~mv2.jpg#originWidth=1125&originHeight=1500","Spark curiosity through hands on exploration of core STEAM fields. Activities are designed to spark their imagination and foster their curiosity. Students develop confidence while building their basic science skills of observation, testing, overcoming mistakes, and teamwork. 

Each session is different, focusing on one core field focuses on one core field such as: chemistry, biology, astronomy, physics, engineering, geology, renewable energy, geography, environmental science, robotics, and programming.","Grades K-5","/bookings-checkout/science-lab-5","/bookings-checkout/science-lab-5/book","$240.00","science-lab-5","ONLINE",false,240,0,"USD",9,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/science-lab-5"
"56b4e525-78e2-455b-9a21-0a810b862205","Inventing","CLASS","wix:image://v1/888184641416262ac49685af4ed82480.png/888184641416262ac49685af4ed82480.png#originWidth=198&originHeight=198","Utilize the invention cycle to create a product that makes a positive impact in someone else’s life. Invention-based learning empowers students to engineer real world solutions. This easy-to-use platform engages color-coded electronic bits that allow you to invent anything.

Register online at www.steamda.com/school-year-registration","Grades 3-8","/bookings-checkout/inventing-3","/bookings-checkout/inventing-3/book","Pricing Varies","inventing-3","FREE",false,0,0,,10,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/inventing-3"
"57de0db6-f4d8-4983-96b5-377a0d3dd428","STEAM Escape Room ","CLASS","wix:image://v1/38f83c_ef45e0670c0e42cdb18e538d07efb9cf~mv2.jpeg/38f83c_ef45e0670c0e42cdb18e538d07efb9cf~mv2.jpeg#originWidth=252&originHeight=200",,"Grades 3-8","/bookings-checkout/steam-escape-room","/bookings-checkout/steam-escape-room/book","$30.00","steam-escape-room","ONLINE",false,30,0,"USD",15,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/steam-escape-room"
"590c9ea4-4370-46a7-bc4f-bbe714c3b562","March 8-12, 2021","COURSE","wix:image://v1/11062b_8254605b489d41a29829b728740119d7~mv2.jpg/11062b_8254605b489d41a29829b728740119d7~mv2.jpg#originWidth=5000&originHeight=3333","Three options to choose from: 
1. Full Day - Virtual Learning & After School Enrichment: $365 a week
2. Half Day (4 hours) - Virtual Learning: $280 a week 
3. Half Day (2 hours) - After School Enrichment Only: $150 a week

Take part in your school's virtual learning with support from our STEAM Educators. After the school day, get hands on with activities developed to spark curiosity, encourage learning, and create fun!

STEAM Enrichment includes homework assistance, science experiments, art and making activities, long-term projects to enrich virtual curricula, and more.

Students will enjoy fun social, physical and educational activities. Based on availability, opt in to one of our specialized after school programs. Space is limited and will be confirmed on a first come basis. 

Student is automatically enrolled in subsequent weeks unless STEAM receives cancellation. Tuition will be billed weekly and must be paid prior to participation. 

Use the Register for STEAM link in the website header to register.","Select Full Day or Virtual Only or After School Only","/bookings-checkout/march-8-12-2021","/bookings-checkout/march-8-12-2021/book","Prices Vary","march-8-12-2021","FREE",false,0,0,,18,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/march-8-12-2021"
"5f3f57cf-d13c-4590-a1ce-6bea10403d3b","Tech Lab","COURSE","wix:image://v1/38f83c_f40200f5af99486bb4a95826e4cd9161~mv2.jpg/38f83c_f40200f5af99486bb4a95826e4cd9161~mv2.jpg#originWidth=150&originHeight=200","Get hands-on while exploring careers in STEAM, including engineering, electronics, coding, robotics, and computer science. Use evidence, creativity, and design thinking to solve challenges and discover what motivates you!

Course Dates: Nov 18, Dec 2, 9, & 16
No class on November 25","Grades K-6","/bookings-checkout/tech-lab-1","/bookings-checkout/tech-lab-1/book","$240.00","tech-lab-1","ONLINE",false,240,0,"USD",9,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/tech-lab-1"
"5fe53611-a84b-4a2c-80b8-fd031b20a2f7","Creativity Lab","COURSE","wix:image://v1/38f83c_0b18047ca5624b88a567a9153acd2f7b~mv2.jpg/38f83c_0b18047ca5624b88a567a9153acd2f7b~mv2.jpg#originWidth=1026&originHeight=1016","Explore the ""Art"" in STEAM to unlock creative thinking. Engage in challenges designed to inspire new ideas and allow them to florish. This is a program where out of the box thinking is encouraged and innovation occurs. 

Session dates: Nov 16, Nov 30, Dec 7, Dec 14. 
*No class the week of November 23","Grades K-5","/bookings-checkout/creativity-lab-1","/bookings-checkout/creativity-lab-1/book","$240.00","creativity-lab-1","ONLINE",false,240,0,"USD",12,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/creativity-lab-1"
"60335a9f-fded-4703-8a72-65d0f10aa41b","June 21-25: Virtual Camp - Full Day","COURSE",,"This isn't online school, this is online exploration. Students are challenged to explore new concepts, complete challenges, and experiment their way to solutions, while having fun. Through play and design tasks, students will learn without even knowing it!



Our five day virtual camps take place Monday-Friday. The daily schedules combine fun, engaging workshops with instructor support sessions. 

Students meet with instructors four times a day where challenges and concepts are discussed, tools and materials are reviewed, and challenges are presented. Each meeting is ~30 minutes and our educators are available during independent building time.

No hunting for a stapler, everything you need is in your box!  A STEAM toolkit is included with your first week’s tuition (valued at $70) and contains all the tools (scissors, glue guns, etc) for the week. These tools will be used multiple times during the week.

Students also receive a box with all of the materials they need to successfully complete four workshops a day. They are each labeled with the day and the workshop number. There is also an insert that has the workshop and the items included and educators will guide the students on when to open them.

Each student will receive a Google log-in for the week where they can access Google Classroom, Google Meet, as well as the Google Suite. This is included with the cost of the program.","Experience Edutainment","/bookings-checkout/june-21-25-virtual-camp-full-day","/bookings-checkout/june-21-25-virtual-camp-full-day/book","Pricing Varies","june-21-25-virtual-camp-full-day","FREE",false,0,0,,20,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""78f2b45e-89d5-400b-b18d-541d1092a8ff"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""24357d07-2180-46e7-8210-ec9116244473"",""type"":""checkbox"",""label"":""Is this your first virtual week?"",""link"":null,""constraints"":{""required"":true}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/june-21-25-virtual-camp-full-day"
"628a4aec-b652-4068-8a93-f306c19fba9d","Science Lab!","COURSE","wix:image://v1/38f83c_6c0a263ad80d421d96f2585cd4a9d313~mv2.jpg/38f83c_6c0a263ad80d421d96f2585cd4a9d313~mv2.jpg#originWidth=1125&originHeight=1500","Spark curiosity through hands on exploration of core STEAM fields. Activities are designed to spark their imagination and foster their curiosity. Students develop confidence while building their basic science skills of observation, testing, overcoming mistakes, and teamwork. 

Each session is different, focusing on one core field focuses on one core field such as: chemistry, biology, astronomy, physics, engineering, geology, renewable energy, geography, environmental science, robotics, and programming.
","Grades K-5","/bookings-checkout/science-lab-4","/bookings-checkout/science-lab-4/book","$480.00","science-lab-4","ONLINE",false,480,0,"USD",9,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/science-lab-4"
"660bf4c9-36cf-47c8-a2b0-d206526e192f","Science Lab!","COURSE","wix:image://v1/38f83c_6c0a263ad80d421d96f2585cd4a9d313~mv2.jpg/38f83c_6c0a263ad80d421d96f2585cd4a9d313~mv2.jpg#originWidth=1125&originHeight=1500","Spark curiosity through hands on exploration of core STEAM fields. Activities are designed to spark their imagination and foster their curiosity. Students develop confidence while building their basic science skills of observation, testing, overcoming mistakes, and teamwork. 

Each session is different, focusing on one core field focuses on one core field such as: chemistry, biology, astronomy, physics, engineering, geology, renewable energy, geography, environmental science, robotics, and programming.

Course Dates: Nov 17, Dec 1, 8, & 15
No class on November 24","Grades K-5","/bookings-checkout/science-lab-1","/bookings-checkout/science-lab-1/book","$240.00","science-lab-1","ONLINE",false,240,0,"USD",9,1,"{""fields"":[{""_id"":""00000000-0000-0000-0000-000000000002"",""type"":""email"",""label"":""Parent Email"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000003"",""type"":""tel"",""label"":""Parent Phone Number"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000001"",""type"":""text"",""label"":""Parent Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""00000000-0000-0000-0000-000000000008"",""type"":""text"",""label"":""Student 1 Full Name"",""link"":null,""constraints"":{""required"":true}},{""_id"":""6c90f190-ce5b-4294-9588-e4f63c373f70"",""type"":""text"",""label"":""Student 2 Full Name"",""link"":null,""constraints"":{""required"":false}},{""_id"":""5c4090ed-5a4d-4682-9483-dea809ef7c6c"",""type"":""text"",""label"":""Student 1 Grade"",""link"":null,""constraints"":{""required"":true}},{""_id"":""5ecb61cd-8024-402e-a150-a05dc6a65227"",""type"":""text"",""label"":""Student 2 Grade"",""link"":null,""constraints"":{""required"":false}},{""_id"":""3bc0bde5-2d60-491d-b311-a67ad690b039"",""type"":""text"",""label"":""Student 1 Age"",""link"":null,""constraints"":{""required"":true}},{""_id"":""cfeb3981-c6db-4712-bb50-116af11d1191"",""type"":""text"",""label"":""Student 2 Age"",""link"":null,""constraints"":{""required"":false}},{""_id"":""e7239d21-388a-4a64-8d5a-e620775cce74"",""type"":""text"",""label"":""Current School"",""link"":null,""constraints"":{""required"":false}},{""_id"":""84e4ae3f-1b3d-4785-b087-d872dbf3c293"",""type"":""checkbox"",""label"":""I certify that I am the legal guardian of this participant and I am allowing him/her to participate in the STEAM Discovery Academy."",""link"":null,""constraints"":{""required"":true}},{""_id"":""00bf7cf6-d237-4167-96a3-bf8cd3f717fc"",""type"":""checkbox"",""label"":""I agree to the Terms & Conditions"",""link"":{""url"":""https://www.steamda.com/cancellationT&Cs"",""text"":""View Terms""},""constraints"":{""required"":true}}]}","/services/","/services/science-lab-1"
